rank,id,name,dataDrivenScore,contributingModels,coveragePct
1440,b-b-king,B.B. King,709.47,7,0.5385
1441,eminem,Eminem,709.491,6,0.4615
1442,lope-de-vega,Lope de Vega,709.6198,5,0.3846
1443,thomas-mann,Thomas Mann,709.7022,7,0.5385
1444,raja-ram-mohan-roy,Raja Ram Mohan Roy,710.1017,5,0.3846
1445,ted-turner,Ted Turner,710.1247,7,0.5385
1446,emilio-aguinaldo,Emilio Aguinaldo,710.215,4,0.3077
1447,muhammad-ali-of-egypt,Muhammad Ali of Egypt,710.2708,6,0.4615
1448,kwanggaeto-the-great,Kwanggaeto the Great,710.2862,3,0.2308
1449,chester-w-nimitz,Chester W. Nimitz,710.4703,5,0.3846
1450,edgar-degas,Edgar Degas,710.5465,6,0.4615
1451,nur-jahan,Nur Jahan,710.5697,6,0.4615
1452,diophantus,Diophantus,710.6557,5,0.3846
1453,ulugh-beg,Ulugh Beg,710.7748,5,0.3846
1454,larry-ellison,Larry Ellison,710.8349,8,0.6154
1455,pierre-joseph-proudhon,Pierre-Joseph Proudhon,710.8387,4,0.3077
1456,boris-pasternak,Boris Pasternak,710.855,6,0.4615
1457,william-pitt-the-younger,William Pitt the Younger,710.8743,4,0.3077
1458,kenneth-arrow,Kenneth Arrow,710.8831,5,0.3846
1459,hiram-maxim,Hiram Maxim,710.8939,6,0.4615
1460,vaslav-nijinsky,Vaslav Nijinsky,710.9275,4,0.3077
1461,adam-ferguson,Adam Ferguson,710.9346,4,0.3077
1462,leo-x,Leo X,711.0108,5,0.3846
1463,daniel-ortega,Daniel Ortega,711.2598,4,0.3077
1464,william-t-g-morton,William T.G. Morton,711.2725,2,0.1538
1465,jensen-huang,Jensen Huang,711.3303,5,0.3846
1466,mu-awiya-i,Mu'awiya I,711.4485,5,0.3846
1467,faisal-i-of-iraq,Faisal I of Iraq,711.4928,5,0.3846
1468,jiang-zemin,Jiang Zemin,711.671,5,0.3846
1469,birut-galdikas,Birutė Galdikas,711.9181,8,0.6154
1470,samuel-colt,Samuel Colt,711.9184,6,0.4615
1471,james-monroe,James Monroe,712.0318,6,0.4615
1472,bankim-chandra-chatterjee,Bankim Chandra Chatterjee,712.1147,4,0.3077
1473,marlon-brando,Marlon Brando,712.1358,6,0.4615
1474,mohammad-mosaddegh,Mohammad Mosaddegh,712.1721,7,0.5385
1475,procopius,Procopius,712.1855,4,0.3077
1476,daniel-bernoulli,Daniel Bernoulli,712.2021,4,0.3077
1477,beatrix-potter,Beatrix Potter,712.2196,5,0.3846
1478,mario-draghi,Mario Draghi,712.2313,5,0.3846
1479,george-gamow,George Gamow,712.3921,4,0.3077
1480,carlos-fuentes,Carlos Fuentes,712.4174,6,0.4615
1481,cotton-mather,Cotton Mather,712.4824,4,0.3077
1482,jean-michel-basquiat,Jean-Michel Basquiat,712.5464,7,0.5385
1483,hu-jintao,Hu Jintao,712.5866,5,0.3846
1484,susan-sontag,Susan Sontag,712.7634,5,0.3846
1485,gavrilo-princip,Gavrilo Princip,712.774,5,0.3846
1486,kendrick-lamar,Kendrick Lamar,712.8837,6,0.4615
1487,george-vi,George VI,712.9032,4,0.3077
1488,frederick-ii-holy-roman-emperor,"Frederick II, Holy Roman Emperor",713.0962,3,0.2308
1489,john-quincy-adams,John Quincy Adams,713.1619,4,0.3077
1490,nichiren,Nichiren,713.2144,5,0.3846
1491,jocelyn-bell-burnell,Jocelyn Bell Burnell,713.274,5,0.3846
1492,ida-b-wells,Ida B. Wells,713.2848,6,0.4615
1493,robert-falcon-scott,Robert Falcon Scott,713.4516,5,0.3846
1494,jay-z,Jay-Z,713.4788,6,0.4615
1495,h-p-lovecraft,H.P. Lovecraft,713.7268,6,0.4615
1496,kiichiro-toyoda,Kiichiro Toyoda,713.7535,5,0.3846
1497,cecilia-helena-payne-gaposchkin,Cecilia Helena Payne Gaposchkin,713.8446,4,0.3077
1498,stonewall-jackson,Stonewall Jackson,714.0061,5,0.3846
1499,george-v,George V,714.1004,4,0.3077
1500,mary-anning,Mary Anning,714.1663,4,0.3077
1501,joseph-louis-lagrange,Joseph-Louis Lagrange,714.1873,7,0.5385
1502,george-h-w-bush,George H. W. Bush,714.1997,4,0.3077
1503,mae-jemison,Mae Jemison,714.2569,7,0.5385
1504,gary-becker,Gary Becker,714.3182,4,0.3077
1505,thorstein-veblen,Thorstein Veblen,714.376,6,0.4615
1506,william-osler,William Osler,714.3979,3,0.2308
1507,samuel-p-huntington,Samuel P. Huntington,714.4149,5,0.3846
1508,mary-douglas,Mary Douglas,714.54,3,0.2308
1509,joan-robinson,Joan Robinson,714.6485,3,0.2308
1510,abel-tasman,Abel Tasman,714.7665,5,0.3846
1511,robert-de-niro,Robert De Niro,714.7788,6,0.4615
1512,audrey-hepburn,Audrey Hepburn,714.8161,6,0.4615
1513,niccol-paganini,Niccolò Paganini,714.897,5,0.3846
1514,saadia-gaon,Saadia Gaon,714.9242,3,0.2308
1515,ingvar-kamprad,Ingvar Kamprad,715.0191,6,0.4615
1516,charles-i-of-england,Charles I of England,715.0332,4,0.3077
1517,qu-yuan,Qu Yuan,715.0781,6,0.4615
1518,roland-barthes,Roland Barthes,715.1601,6,0.4615
1519,john-donne,John Donne,715.2334,5,0.3846
1520,cornel-west,Cornel West,715.2927,6,0.4615
1521,sofia-kovalevskaya,Sofia Kovalevskaya,715.5466,4,0.3077
1522,ellen-johnson-sirleaf,Ellen Johnson Sirleaf,715.6382,9,0.6923
1523,chief-joseph,Chief Joseph,715.7475,5,0.3846
1524,bessie-coleman,Bessie Coleman,715.8719,6,0.4615
1525,skanderbeg,Skanderbeg,715.8723,4,0.3077
1526,vasubandhu,Vasubandhu,715.8824,4,0.3077
1527,william-randolph-hearst,William Randolph Hearst,715.9207,6,0.4615
1528,a-p-j-abdul-kalam,A. P. J. Abdul Kalam,715.9419,3,0.2308
1529,pope-leo-iii,Pope Leo III,716.0109,3,0.2308
1530,ban-gu,Ban Gu,716.0307,7,0.5385
1531,dom-pedro-i,Dom Pedro I,716.0336,4,0.3077
1532,edward-viii,Edward VIII,716.054,4,0.3077
1533,jane-jacobs,Jane Jacobs,716.2497,6,0.4615
1534,zbigniew-brzezinski,Zbigniew Brzezinski,716.2507,5,0.3846
1535,mo-yan,Mo Yan,716.2724,7,0.5385
1536,heinrich-schliemann,Heinrich Schliemann,716.3139,4,0.3077
1537,hermann-von-helmholtz,Hermann von Helmholtz,716.3995,4,0.3077
1538,g-nter-grass,Günter Grass,716.5466,4,0.3077
1539,albrecht-von-wallenstein,Albrecht von Wallenstein,716.5476,5,0.3846
1540,pierre-auguste-renoir,Pierre-Auguste Renoir,716.562,5,0.3846
1541,eiji-toyoda,Eiji Toyoda,716.6406,5,0.3846
1542,christiaan-barnard,Christiaan Barnard,716.665,5,0.3846
1543,charles-taze-russell,Charles Taze Russell,716.8581,5,0.3846
1544,alan-kay,Alan Kay,716.972,5,0.3846
1545,alfred-lord-tennyson,Alfred Lord Tennyson,717.0766,3,0.2308
1546,jacinda-ardern,Jacinda Ardern,717.0976,6,0.4615
1547,boris-johnson,Boris Johnson,717.1367,7,0.5385
1548,judea-pearl,Judea Pearl,717.2057,4,0.3077
1549,habib-bourguiba,Habib Bourguiba,717.2896,5,0.3846
1550,virginia-apgar,Virginia Apgar,717.4605,6,0.4615
1551,richard-thaler,Richard Thaler,717.603,6,0.4615
1552,ninoy-aquino,Ninoy Aquino,717.6986,5,0.3846
1553,norman-foster,Norman Foster,717.7165,7,0.5385
1554,richard-leakey,Richard Leakey,717.8577,3,0.2308
1555,william-howard-taft,William Howard Taft,718.0672,5,0.3846
1556,lao-she,Lao She,718.0947,3,0.2308
1557,muhammad-ibn-abd-al-wahhab,Muhammad ibn Abd al-Wahhab,718.1163,3,0.2308
1558,alfred-thayer-mahan,Alfred Thayer Mahan,718.2788,5,0.3846
1559,dietrich-bonhoeffer,Dietrich Bonhoeffer,718.376,6,0.4615
1560,hesiod,Hesiod,718.4349,4,0.3077
1561,nicolae-ceau-escu,Nicolae Ceaușescu,718.5888,5,0.3846
1562,truman-capote,Truman Capote,718.5923,4,0.3077
1563,william-iii-of-england,William III of England,718.708,3,0.2308
1564,norman-mailer,Norman Mailer,718.7147,4,0.3077
1565,mirza-ghalib,Mirza Ghalib,718.7276,5,0.3846
1566,thelonious-monk,Thelonious Monk,718.7774,5,0.3846
1567,louis-de-broglie,Louis de Broglie,718.8573,6,0.4615
1568,kamehameha-i,Kamehameha I,718.8878,5,0.3846
1569,t-e-lawrence,T.E. Lawrence,718.8879,5,0.3846
1570,camillo-benso-count-of-cavour,"Camillo Benso, Count of Cavour",718.9841,4,0.3077
1571,muhammad-ali-pasha,Muhammad Ali Pasha,719.0393,3,0.2308
1572,alexios-i-komnenos,Alexios I Komnenos,719.0552,4,0.3077
1573,toynbee,Arnold J. Toynbee,719.1379,4,0.3077
1574,erving-goffman,Erving Goffman,719.213,4,0.3077
1575,daniel-defoe,Daniel Defoe,719.2469,6,0.4615
1576,mahmud-of-ghazni,Mahmud of Ghazni,719.2476,4,0.3077
1577,james-cameron,James Cameron,719.284,7,0.5385
1578,george-fox,George Fox,719.3553,5,0.3846
1579,herbert-hoover,Herbert Hoover,719.5678,6,0.4615
1580,nadia-com-neci,Nadia Comăneci,719.7244,5,0.3846
1581,trevor-noah,Trevor Noah,719.7298,6,0.4615
1582,marvin-gaye,Marvin Gaye,719.7301,5,0.3846
1583,alexander-pope,Alexander Pope,719.7654,6,0.4615
1584,annie-leibovitz,Annie Leibovitz,719.8482,7,0.5385
1585,hans-bethe,Hans Bethe,720.0388,4,0.3077
1586,frederick-law-olmsted,Frederick Law Olmsted,720.2388,4,0.3077
1587,rainer-maria-rilke,Rainer Maria Rilke,720.2561,5,0.3846
1588,sargon-ii,Sargon II,720.4286,3,0.2308
1589,d-h-lawrence,D. H. Lawrence,720.6227,5,0.3846
1590,john-major,John Major,720.7492,5,0.3846
1591,jiddu-krishnamurti,Jiddu Krishnamurti,720.7642,6,0.4615
1592,steve-reich,Steve Reich,720.8141,5,0.3846
1593,diogenes-of-sinope,Diogenes of Sinope,720.8812,3,0.2308
1594,carl-lewis,Carl Lewis,720.9976,4,0.3077
1595,ronaldo,Ronaldo,721.0246,4,0.3077
1596,rudolf-steiner,Rudolf Steiner,721.0752,4,0.3077
1597,sim-n-rodr-guez,Simón Rodríguez,721.1744,3,0.2308
1598,enver-pasha,Enver Pasha,721.1976,5,0.3846
1599,harper-lee,Harper Lee,721.3078,4,0.3077
1600,pyrrho,Pyrrho,721.4324,4,0.3077
1601,elton-john,Elton John,721.5475,4,0.3077
1602,howard-carter,Howard Carter,721.6054,6,0.4615
1603,svante-p-bo,Svante Pääbo,721.641,4,0.3077
1604,walter-benjamin,Walter Benjamin,721.6415,6,0.4615
1605,syed-ahmed-khan,Syed Ahmed Khan,721.7117,4,0.3077
1606,gregory-pincus,Gregory Pincus,721.8164,2,0.1538
1607,raymond-tomlinson,Raymond Tomlinson,721.9589,4,0.3077
1608,hillary-clinton,Hillary Clinton,722.0279,5,0.3846
1609,william-lloyd-garrison,William Lloyd Garrison,722.049,4,0.3077
1610,yue-fei,Yue Fei,722.2769,4,0.3077
1611,sachin-tendulkar,Sachin Tendulkar,722.3021,5,0.3846
1612,fei-fei-li,Fei-Fei Li,722.6102,6,0.4615
1613,marshall-mcluhan,Marshall McLuhan,722.7016,7,0.5385
1614,abu-hanifa,Abu Hanifa,722.8239,5,0.3846
1615,hans-holbein-the-younger,Hans Holbein the Younger,722.8637,5,0.3846
1616,maurice-hilleman,Maurice Hilleman,723.1203,6,0.4615
1617,robert-peel,Robert Peel,723.1578,5,0.3846
1618,mary-ii-of-england,Mary II of England,723.1754,3,0.2308
1619,cyrus-the-younger,Cyrus the Younger,723.365,3,0.2308
1620,max-horkheimer,Max Horkheimer,723.4445,5,0.3846
1621,aisha-bint-abi-bakr,Aisha bint Abi Bakr,723.5039,2,0.1538
1622,giovanni-pierluigi-da-palestrina,Giovanni Pierluigi da Palestrina,723.655,5,0.3846
1623,thomas-cromwell,Thomas Cromwell,723.8676,4,0.3077
1624,yuan-shikai,Yuan Shikai,723.9854,5,0.3846
1625,zenobia,Zenobia,724.0291,4,0.3077
1626,saigo-takamori,Saigo Takamori,724.1248,5,0.3846
1627,thomas-newcomen,Thomas Newcomen,724.1492,5,0.3846
1628,louis-sullivan,Louis Sullivan,724.326,5,0.3846
1629,seleucus-i-nicator,Seleucus I Nicator,724.4261,3,0.2308
1630,richard-strauss,Richard Strauss,724.4527,6,0.4615
1631,andr-s-manuel-l-pez-obrador,Andrés Manuel López Obrador,724.4642,5,0.3846
1632,edvard-grieg,Edvard Grieg,724.5262,6,0.4615
1633,king-david,King David,724.6467,3,0.2308
1634,frank-gehry,Frank Gehry,724.7657,6,0.4615
1635,lin-biao,Lin Biao,724.777,4,0.3077
1636,peter-drucker,Peter Drucker,724.8829,6,0.4615
1637,niels-henrik-abel,Niels Henrik Abel,724.9851,6,0.4615
1638,joseph-campbell,Joseph Campbell,725.0658,5,0.3846
1639,silvio-berlusconi,Silvio Berlusconi,725.094,4,0.3077
1640,lewis-carroll,Lewis Carroll,725.0965,4,0.3077
1641,kobe-bryant,Kobe Bryant,725.1449,5,0.3846
1642,olaf-scholz,Olaf Scholz,725.2093,5,0.3846
1643,liu-shaoqi,Liu Shaoqi,725.366,4,0.3077
1644,francis-i-of-france,Francis I of France,725.4015,4,0.3077
1645,neville-chamberlain,Neville Chamberlain,725.4936,4,0.3077
1646,batu-khan,Batu Khan,725.5477,4,0.3077
1647,oskar-schindler,Oskar Schindler,725.5677,5,0.3846
1648,michael-sandel,Michael Sandel,725.6622,5,0.3846
1649,artemisia-gentileschi,Artemisia Gentileschi,725.6958,6,0.4615
1650,kim-jong-un,Kim Jong-un,725.8224,6,0.4615
1651,rihanna,Rihanna,726.1676,5,0.3846
1652,martin-van-buren,Martin Van Buren,726.2141,4,0.3077
1653,joan-didion,Joan Didion,726.2831,3,0.2308
1654,ralph-lauren,Ralph Lauren,726.4112,5,0.3846
1655,carlos-slim,Carlos Slim,726.4721,7,0.5385
1656,diana-princess-of-wales,"Diana, Princess of Wales",726.4901,3,0.2308
1657,hun-sen,Hun Sen,726.4969,5,0.3846
1658,ferdinand-de-lesseps,Ferdinand de Lesseps,726.5965,3,0.2308
1659,ibn-tufail,Ibn Tufail,726.6816,4,0.3077
1660,sidney-poitier,Sidney Poitier,726.7134,3,0.2308
1661,amitabh-bachchan,Amitabh Bachchan,726.7356,4,0.3077
1662,tokugawa-yoshimune,Tokugawa Yoshimune,726.8047,3,0.2308
1663,jack-kerouac,Jack Kerouac,726.9688,4,0.3077
1664,arnold-palmer,Arnold Palmer,727.083,4,0.3077
1665,mikhail-bulgakov,Mikhail Bulgakov,727.2089,4,0.3077
1666,lawrence-of-arabia,Lawrence of Arabia,727.3078,3,0.2308
1667,ren-magritte,René Magritte,727.3393,5,0.3846
1668,jack-nicklaus,Jack Nicklaus,727.366,4,0.3077
1669,leopold-senghor,Leopold Senghor,727.3724,4,0.3077
1670,dr-dre,Dr. Dre,727.4671,6,0.4615
1671,khalid-ibn-al-walid,Khalid ibn al-Walid,727.513,4,0.3077
1672,miyamoto-musashi,Miyamoto Musashi,727.5186,4,0.3077
1673,sylvester-stallone,Sylvester Stallone,727.5794,4,0.3077
1674,cindy-sherman,Cindy Sherman,727.619,7,0.5385
1675,chandragupta-ii,Chandragupta II,727.6313,4,0.3077
1676,eva-peron,Eva Peron,728.1247,3,0.2308
1677,pope-alexander-vi,Pope Alexander VI,728.1767,5,0.3846
1678,aim-c-saire,Aimé Césaire,728.1842,7,0.5385
1679,king-faisal-of-saudi-arabia,King Faisal of Saudi Arabia,728.1929,4,0.3077
1680,eusebius,Eusebius,728.2499,4,0.3077
1681,hassan-i-sabbah,Hassan-i Sabbah,728.2931,3,0.2308
1682,fukuzawa-yukichi,Fukuzawa Yukichi,728.3535,4,0.3077
1683,alcuin,Alcuin,728.3553,5,0.3846
1684,edward-witten,Edward Witten,728.3797,7,0.5385
1685,murad-i,Murad I,728.4267,5,0.3846
1686,tupac-amaru-ii,Tupac Amaru II,728.4375,4,0.3077
1687,mary-cassatt,Mary Cassatt,728.4485,8,0.6154
1688,pedro-calder-n-de-la-barca,Pedro Calderón De La Barca,728.4586,4,0.3077
1689,dayananda-saraswati,Dayananda Saraswati,728.6318,3,0.2308
1690,andrew-wiles,Andrew Wiles,728.7915,6,0.4615
1691,dr-seuss,Dr. Seuss,728.8997,4,0.3077
1692,j-ns-jacob-berzelius,Jöns Jacob Berzelius,728.9117,4,0.3077
1693,evangelista-torricelli,Evangelista Torricelli,729.0839,3,0.2308
1694,dorothea-lange,Dorothea Lange,729.1492,6,0.4615
1695,paul-feyerabend,Paul Feyerabend,729.2957,5,0.3846
1696,jonathan-swift,Jonathan Swift,729.3056,6,0.4615
1697,k-inich-janaab-pakal,K'inich Janaab' Pakal,729.3798,4,0.3077
1698,franjo-tu-man,Franjo Tuđman,729.4036,4,0.3077
1699,qi-baishi,Qi Baishi,729.5662,4,0.3077
1700,rafael-nadal,Rafael Nadal,729.7009,4,0.3077
1701,jackie-chan,Jackie Chan,729.7416,6,0.4615
1702,shah-rukh-khan,Shah Rukh Khan,729.7427,4,0.3077
1703,brian-acton,Brian Acton,729.8726,3,0.2308
1704,d-w-griffith,D.W. Griffith,729.9483,5,0.3846
1705,anna-pavlova,Anna Pavlova,729.9491,4,0.3077
1706,william-morris,William Morris,730.0456,4,0.3077
1707,garrincha,Garrincha,730.0641,3,0.2308
1708,charles-fourier,Charles Fourier,730.0719,4,0.3077
1709,faxian,Faxian,730.1104,5,0.3846
1710,robert-a-millikan,Robert A. Millikan,730.1905,4,0.3077
1711,l-on-gambetta,Léon Gambetta,730.1954,3,0.2308
1712,adam-mickiewicz,Adam Mickiewicz,730.3174,5,0.3846
1713,mike-tyson,Mike Tyson,730.4308,4,0.3077
1714,miriam-makeba,Miriam Makeba,730.4458,7,0.5385
1715,aaron-copland,Aaron Copland,730.5598,5,0.3846
1716,king-hussein-of-jordan,King Hussein of Jordan,730.5662,5,0.3846
1717,drew-houston,Drew Houston,730.5883,3,0.2308
1718,primo-levi,Primo Levi,730.6179,5,0.3846
1719,buckminster-fuller,Buckminster Fuller,730.7,6,0.4615
1720,gustave-courbet,Gustave Courbet,730.7035,6,0.4615
1721,novak-djokovic,Novak Djokovic,730.7951,4,0.3077
1722,john-mcenroe,John McEnroe,731.226,3,0.2308
1723,martina-navratilova,Martina Navratilova,731.2299,4,0.3077
1724,joan-mir,Joan Miró,731.2875,6,0.4615
1725,ahmed-i,Ahmed I,731.411,4,0.3077
1726,john-deere,John Deere,731.4367,5,0.3846
1727,david-hockney,David Hockney,731.4513,5,0.3846
1728,eliud-kipchoge,Eliud Kipchoge,731.5374,4,0.3077
1729,king-faisal-bin-abdulaziz-al-saud,King Faisal bin Abdulaziz Al Saud,731.5956,4,0.3077
1730,gioachino-rossini,Gioachino Rossini,731.6476,4,0.3077
1731,pope-paul-vi,Pope Paul VI,731.6835,5,0.3846
1732,little-richard,Little Richard,731.7174,5,0.3846
1733,antonio-jos-de-sucre,Antonio José de Sucre,731.8132,3,0.2308
1734,ahmad-ibn-billah,Ahmad ibn Billah,731.8401,6,0.4615
1735,rabi-a-al-adawiyya,Rabi'a al-Adawiyya,731.9562,5,0.3846
1736,anish-kapoor,Anish Kapoor,731.9642,6,0.4615
1737,kip-s-thorne,Kip S. Thorne,732.1533,5,0.3846
1738,premchand,Premchand,732.2877,5,0.3846
1739,sam-altman,Sam Altman,732.4079,4,0.3077
1740,john-napier,John Napier,732.4542,4,0.3077
1741,steven-weinberg,Steven Weinberg,732.5526,5,0.3846
1742,man-ray,Man Ray,732.6876,7,0.5385
1743,maurice-merleau-ponty,Maurice Merleau-ponty,732.6991,3,0.2308
1744,james-frazer,James Frazer,732.7631,4,0.3077
1745,lajos-kossuth,Lajos Kossuth,732.8907,3,0.2308
1746,umberto-eco,Umberto Eco,732.9208,6,0.4615
1747,raymond-kurzweil,Raymond Kurzweil,732.9234,5,0.3846
1748,ferenc-pusk-s,Ferenc Puskás,733.1438,4,0.3077
1749,wayne-gretzky,Wayne Gretzky,733.1449,5,0.3846
1750,joe-montana,Joe Montana,733.2012,4,0.3077
1751,cixi,Cixi,733.2115,5,0.3846
1752,roald-dahl,Roald Dahl,733.2141,4,0.3077
1753,erling-haaland,Erling Haaland,733.4356,3,0.2308
1754,peter-higgs,Peter Higgs,733.4547,5,0.3846
1755,egon-schiele,Egon Schiele,733.4644,5,0.3846
1756,walter-raleigh,Walter Raleigh,733.548,5,0.3846
1757,arthur-balfour,Arthur Balfour,733.7176,4,0.3077
1758,karl-jaspers,Karl Jaspers,733.7557,4,0.3077
1759,homi-bhabha,Homi Bhabha,733.7857,6,0.4615
1760,leonard-kleinrock,Leonard Kleinrock,733.7901,4,0.3077
1761,gerald-ford,Gerald Ford,733.8444,4,0.3077
1762,gottfried-semper,Gottfried Semper,734.0557,3,0.2308
1763,bernard-of-clairvaux,Bernard of Clairvaux,734.0755,3,0.2308
1764,milan-kundera,Milan Kundera,734.2164,6,0.4615
1765,hermann-oberth,Hermann Oberth,734.2927,3,0.2308
1766,fran-ois-rabelais,François Rabelais,734.3164,4,0.3077
1767,steffi-graf,Steffi Graf,734.4352,4,0.3077
1768,william-tecumseh-sherman,William Tecumseh Sherman,734.4895,5,0.3846
1769,ng-nh-di-m,Ngô Đình Diệm,734.5178,5,0.3846
1770,steven-pinker,Steven Pinker,734.5676,4,0.3077
1771,jos-saramago,José Saramago,734.5741,4,0.3077
1772,henri-cartier-bresson,Henri Cartier-Bresson,734.7854,6,0.4615
1773,vikram-sarabhai,Vikram Sarabhai,734.8518,4,0.3077
1774,edsger-dijkstra,Edsger Dijkstra,734.8756,4,0.3077
1775,jean-luc-godard,Jean-Luc Godard,734.879,5,0.3846
1776,snoop-dogg,Snoop Dogg,734.9098,5,0.3846
1777,praxiteles,Praxiteles,734.9117,4,0.3077
1778,constantin-br-ncu-i,Constantin Brâncuși,735.0088,5,0.3846
1779,gertrude-b-elion,Gertrude B. Elion,735.0303,7,0.5385
1780,notorious-b-i-g,Notorious B.I.G.,735.0763,5,0.3846
1781,huey-p-newton,Huey P. Newton,735.1236,4,0.3077
1782,edmund-spenser,Edmund Spenser,735.2196,5,0.3846
1783,johann-strauss-ii,Johann Strauss II,735.2738,5,0.3846
1784,henrietta-swan-leavitt,Henrietta Swan Leavitt,735.3896,4,0.3077
1785,yasir-arafat,Yasir Arafat,735.4109,2,0.1538
1786,gertrude-stein,Gertrude Stein,735.5241,4,0.3077
1787,edmund-halley,Edmund Halley,735.5828,3,0.2308
1788,nick-bostrom,Nick Bostrom,735.585,4,0.3077
1789,l-opold-s-dar-senghor,Léopold Sédar Senghor,735.593,8,0.6154
1790,khalifa-bin-zayed-al-nahyan,Khalifa bin Zayed Al Nahyan,735.6277,3,0.2308
1791,nero,Nero,735.7175,7,0.5385
1792,georges-braque,Georges Braque,735.8067,4,0.3077
1793,w-h-auden,W.H. Auden,735.8242,4,0.3077
1794,james-lovelock,James Lovelock,735.896,6,0.4615
1795,nurhaci,Nurhaci,735.9088,2,0.1538
1796,marc-chagall,Marc Chagall,736.1754,5,0.3846
1797,yayoi-kusama,Yayoi Kusama,736.2089,5,0.3846
1798,josiah-wedgwood,Josiah Wedgwood,736.2289,3,0.2308
1799,john-winthrop,John Winthrop,736.3147,4,0.3077
1800,bayard-rustin,Bayard Rustin,736.367,3,0.2308
1801,anders-hejlsberg,Anders Hejlsberg,736.3733,5,0.3846
1802,denzel-washington,Denzel Washington,736.3835,5,0.3846
1803,abd-al-rahman-i,Abd al-Rahman I,736.423,4,0.3077
1804,simon-kuznets,Simon Kuznets,736.4477,3,0.2308
1805,henry-clay,Henry Clay,736.473,4,0.3077
1806,boccaccio,Boccaccio,736.5279,7,0.5385
1807,abbas-the-great,Abbas the Great,736.5518,3,0.2308
1808,zeno-of-elea,Zeno of Elea,736.5786,3,0.2308
1809,reza-shah,Reza Shah,736.6452,3,0.2308
1810,alice-paul,Alice Paul,736.6487,4,0.3077
1811,jamal-al-din-al-afghani,Jamal al-Din al-Afghani,736.7452,4,0.3077
1812,daniel-ek,Daniel Ek,736.7891,3,0.2308
1813,louis-the-pious,Louis the Pious,736.8382,4,0.3077
1814,sennacherib,Sennacherib,736.8758,5,0.3846
1815,caspar-david-friedrich,Caspar David Friedrich,736.8916,5,0.3846
1816,lucrezia-borgia,Lucrezia Borgia,736.902,5,0.3846
1817,ibn-majid,Ibn Majid,736.9429,4,0.3077
1818,richard-iii,Richard III,736.9521,3,0.2308
1819,andre-agassi,Andre Agassi,736.9842,3,0.2308
1820,robert-johnson,Robert Johnson,737.1188,5,0.3846
1821,maryam-mirzakhani,Maryam Mirzakhani,737.1226,3,0.2308
1822,johan-cruyff,Johan Cruyff,737.3325,4,0.3077
1823,padmasambhava,Padmasambhava,737.3515,4,0.3077
1824,stuart-j-russell,Stuart J. Russell,737.4315,4,0.3077
1825,catullus,Catullus,737.5313,4,0.3077
1826,octavia-e-butler,Octavia E. Butler,737.5569,4,0.3077
1827,savitribai-phule,Savitribai Phule,737.6003,4,0.3077
1828,sarojini-naidu,Sarojini Naidu,737.6037,4,0.3077
1829,herbert-marcuse,Herbert Marcuse,737.62,4,0.3077
1830,sylvia-earle,Sylvia Earle,737.7634,6,0.4615
1831,v-s-naipaul,V.S. Naipaul,737.7837,5,0.3846
1832,strabo,Strabo,737.8047,5,0.3846
1833,juscelino-kubitschek,Juscelino Kubitschek,737.8164,3,0.2308
1834,henrietta-leavitt,Henrietta Leavitt,737.8786,4,0.3077
1835,selma-lagerl-f,Selma Lagerlöf,737.9207,4,0.3077
1836,umar-ii,Umar II,737.9602,3,0.2308
1837,karl-polanyi,Karl Polanyi,738.1819,4,0.3077
1838,umm-kulthum,Umm Kulthum,738.372,3,0.2308
1839,sheikh-hasina,Sheikh Hasina,738.4279,6,0.4615
1840,muddy-waters,Muddy Waters,738.5235,5,0.3846
1841,robert-moses,Robert Moses,738.5742,4,0.3077
1842,tariq-ibn-ziyad,Tariq ibn Ziyad,738.6072,3,0.2308
1843,maria-mitchell,Maria Mitchell,738.692,4,0.3077
1844,g-k-chesterton,G.k. Chesterton,738.7558,4,0.3077
1845,ramesses-iii,Ramesses III,738.778,4,0.3077
1846,antoine-de-saint-exup-ry,Antoine de Saint-Exupéry,739.0029,3,0.2308
1847,john-smith,John Smith,739.0066,5,0.3846
1848,bernal-d-az-del-castillo,Bernal Díaz del Castillo,739.0124,3,0.2308
1849,robert-schuman,Robert Schuman,739.0685,3,0.2308
1850,liang-qichao,Liang Qichao,739.0745,4,0.3077
1851,erich-honecker,Erich Honecker,739.0912,3,0.2308
1852,muhammad-al-bukhari,Muhammad al-Bukhari,739.2745,4,0.3077
1853,ronaldinho,Ronaldinho,739.2884,3,0.2308
1854,guru-arjan,Guru Arjan,739.2992,3,0.2308
1855,jerry-rice,Jerry Rice,739.304,5,0.3846
1856,henry-vi-of-england,Henry VI of England,739.3676,4,0.3077
1857,walter-payton,Walter Payton,739.4217,4,0.3077
1858,guru-tegh-bahadur,Guru Tegh Bahadur,739.4929,3,0.2308
